Energy (MeV),Be7_Flux (cm^{-2} s^{-1}),pep_Flux (cm^{-2} s^{-1})
1.497000e+00,3.279075e-25,5.915941e+08
1.498000e+00,2.543043e-25,5.781427e+08
1.499000e+00,1.971434e-25,5.647713e+08
1.500000e+00,1.527697e-25,5.514884e+08
1.501000e+00,1.183364e-25,5.383026e+08
1.502000e+00,9.162750e-26,5.252219e+08
1.503000e+00,7.091851e-26,5.122541e+08
1.504000e+00,5.486806e-26,4.994067e+08
1.505000e+00,4.243322e-26,4.866868e+08
1.506000e+00,3.280338e-26,4.741012e+08
1.507000e+00,2.534880e-26,4.616564e+08
1.508000e+00,1.958045e-26,4.493584e+08
1.509000e+00,1.511869e-26,4.372131e+08
1.510000e+00,1.166895e-26,4.252260e+08
1.511000e+00,9.002762e-27,4.134021e+08
1.512000e+00,6.942982e-27,4.017463e+08
1.513000e+00,5.352327e-27,3.902630e+08
1.514000e+00,4.124445e-27,3.789563e+08
1.515000e+00,3.176981e-27,3.678300e+08
1.516000e+00,2.446189e-27,3.568876e+08
1.517000e+00,1.882746e-27,3.461322e+08
1.518000e+00,1.448504e-27,3.355667e+08
1.519000e+00,1.113971e-27,3.251936e+08
1.520000e+00,8.563565e-28,3.150152e+08
1.521000e+00,6.580538e-28,3.050333e+08
1.522000e+00,5.054690e-28,2.952495e+08
1.523000e+00,3.881092e-28,2.856653e+08
1.524000e+00,2.978788e-28,2.762816e+08
1.525000e+00,2.285344e-28,2.670994e+08
1.526000e+00,1.752628e-28,2.581190e+08
1.527000e+00,1.343552e-28,2.493408e+08
1.528000e+00,1.029545e-28,2.407649e+08
1.529000e+00,7.886099e-29,2.323909e+08
1.530000e+00,6.038174e-29,2.242184e+08
1.531000e+00,4.621418e-29,2.162469e+08
1.532000e+00,3.535666e-29,2.084753e+08
1.533000e+00,2.703917e-29,2.009027e+08
1.534000e+00,2.067007e-29,1.935277e+08
1.535000e+00,1.579489e-29,1.863489e+08
1.536000e+00,1.206473e-29,1.793646e+08
1.537000e+00,9.211813e-30,1.725731e+08
1.538000e+00,7.030703e-30,1.659723e+08
1.539000e+00,5.363875e-30,1.595601e+08
1.540000e+00,4.090580e-30,1.533343e+08
1.541000e+00,3.118296e-30,1.472926e+08
1.542000e+00,2.376162e-30,1.414322e+08
1.543000e+00,1.809927e-30,1.357508e+08
1.544000e+00,1.378074e-30,1.302455e+08
1.545000e+00,1.048842e-30,1.249134e+08
1.546000e+00,7.979469e-31,1.197517e+08
1.547000e+00,6.068259e-31,1.147575e+08
1.548000e+00,4.612970e-31,1.099275e+08
1.549000e+00,3.505285e-31,1.052587e+08
1.550000e+00,2.662517e-31,1.007478e+08
1.551000e+00,2.021565e-31,9.639177e+07
1.552000e+00,1.534296e-31,9.218715e+07
1.553000e+00,1.164011e-31,8.813069e+07
1.554000e+00,8.827368e-32,8.421902e+07
1.555000e+00,6.691626e-32,8.044879e+07
1.556000e+00,5.070589e-32,7.681660e+07
1.557000e+00,3.840709e-32,7.331907e+07
1.558000e+00,2.907975e-32,6.995280e+07
1.559000e+00,2.200879e-32,6.671440e+07
1.560000e+00,1.665053e-32,6.360047e+07
1.561000e+00,1.259175e-32,6.060763e+07
1.562000e+00,9.518545e-33,5.773253e+07
1.563000e+00,7.192523e-33,5.497183e+07
1.564000e+00,5.432731e-33,5.232220e+07
1.565000e+00,4.101866e-33,4.978037e+07
1.566000e+00,3.095787e-33,4.734309e+07
1.567000e+00,2.335537e-33,4.500712e+07
1.568000e+00,1.761282e-33,4.276931e+07
1.569000e+00,1.327692e-33,4.062651e+07
1.570000e+00,1.000442e-33,3.857563e+07
1.571000e+00,7.535514e-34,3.661364e+07
1.572000e+00,5.673618e-34,3.473753e+07
1.573000e+00,4.270057e-34,3.294438e+07
1.574000e+00,3.212428e-34,3.123130e+07
1.575000e+00,2.415792e-34,2.959545e+07
1.576000e+00,1.815983e-34,2.803408e+07
1.577000e+00,1.364553e-34,2.654445e+07
1.578000e+00,1.024933e-34,2.512393e+07
1.579000e+00,7.695319e-35,2.376992e+07
1.580000e+00,5.775427e-35,2.247988e+07
1.581000e+00,4.332792e-35,2.125136e+07
1.582000e+00,3.249211e-35,2.008194e+07
1.583000e+00,2.435646e-35,1.896928e+07
1.584000e+00,1.825059e-35,1.791110e+07
1.585000e+00,1.366991e-35,1.690519e+07
1.586000e+00,1.023484e-35,1.594939e+07
1.587000e+00,7.659887e-36,1.504162e+07
1.588000e+00,5.730468e-36,1.417983e+07
1.589000e+00,4.285329e-36,1.336208e+07
1.590000e+00,3.203350e-36,1.258645e+07
1.591000e+00,2.393597e-36,1.185110e+07
1.592000e+00,1.787820e-36,1.115425e+07
1.593000e+00,1.334821e-36,1.049418e+07
1.594000e+00,9.962045e-37,9.869220e+06
1.595000e+00,7.431906e-37,9.277766e+06
1.596000e+00,5.542149e-37,8.718270e+06
1.597000e+00,4.131260e-37,8.189238e+06
1.598000e+00,3.078315e-37,7.689231e+06
1.599000e+00,2.292820e-37,7.216866e+06
1.600000e+00,1.707077e-37,6.770810e+06
1.601000e+00,1.270464e-37,6.349784e+06
1.602000e+00,9.451443e-38,5.952557e+06
1.603000e+00,7.028459e-38,5.577947e+06
1.604000e+00,5.224544e-38,5.224822e+06
1.605000e+00,3.882066e-38,4.892096e+06
1.606000e+00,2.883392e-38,4.578726e+06
1.607000e+00,2.140774e-38,4.283716e+06
1.608000e+00,1.588782e-38,4.006110e+06
1.609000e+00,1.178647e-38,3.744997e+06
1.610000e+00,8.740370e-39,3.499502e+06
1.611000e+00,6.478912e-39,3.268793e+06
1.612000e+00,4.800656e-39,3.052072e+06
1.613000e+00,3.555702e-39,2.848580e+06
1.614000e+00,2.632549e-39,2.657593e+06
1.615000e+00,1.948291e-39,2.478419e+06
1.616000e+00,1.441310e-39,2.310400e+06
1.617000e+00,1.065829e-39,2.152911e+06
1.618000e+00,7.878501e-40,2.005354e+06
1.619000e+00,5.821382e-40,1.867164e+06
1.620000e+00,4.299667e-40,1.737801e+06
1.621000e+00,3.174460e-40,1.616755e+06
1.622000e+00,2.342779e-40,1.503538e+06
1.623000e+00,1.728299e-40,1.397690e+06
1.624000e+00,1.274479e-40,1.298774e+06
1.625000e+00,9.394484e-41,1.206376e+06
1.626000e+00,6.922125e-41,1.120103e+06
1.627000e+00,5.098379e-41,1.039584e+06
1.628000e+00,3.753628e-41,9.644674e+05
1.629000e+00,2.762463e-41,8.944205e+05
1.630000e+00,2.032208e-41,8.291293e+05
1.631000e+00,1.494397e-41,7.682968e+05
1.632000e+00,1.098475e-41,7.116428e+05
1.633000e+00,8.071246e-42,6.589028e+05
1.634000e+00,5.928124e-42,6.098275e+05
1.635000e+00,4.352315e-42,5.641815e+05
1.636000e+00,3.194108e-42,5.217435e+05
1.637000e+00,2.343177e-42,4.823047e+05
1.638000e+00,1.718253e-42,4.456688e+05
1.639000e+00,1.259491e-42,4.116511e+05
1.640000e+00,9.228467e-43,3.800778e+05
1.641000e+00,6.759121e-43,3.507859e+05
1.642000e+00,4.948542e-43,3.236220e+05
1.643000e+00,3.621517e-43,2.984421e+05
1.644000e+00,2.649293e-43,2.751114e+05
1.645000e+00,1.937295e-43,2.535031e+05
1.646000e+00,1.416081e-43,2.334986e+05
1.647000e+00,1.034681e-43,2.149867e+05
1.648000e+00,7.557028e-44,1.978632e+05
1.649000e+00,5.517242e-44,1.820308e+05
1.650000e+00,4.026422e-44,1.673983e+05
1.651000e+00,2.937262e-44,1.538805e+05
1.652000e+00,2.141867e-44,1.413976e+05
1.653000e+00,1.561236e-44,1.298755e+05
1.654000e+00,1.137551e-44,1.192445e+05
1.655000e+00,8.285136e-45,1.094400e+05
1.656000e+00,6.031906e-45,1.004014e+05
1.657000e+00,4.389710e-45,9.207248e+04
1.658000e+00,3.193326e-45,8.440073e+04
1.659000e+00,2.322079e-45,7.733728e+04
1.660000e+00,1.687863e-45,7.083662e+04
1.661000e+00,1.226376e-45,6.485643e+04
1.662000e+00,8.907095e-46,5.935736e+04
1.663000e+00,6.466585e-46,5.430282e+04
1.664000e+00,4.692888e-46,4.965882e+04
1.665000e+00,3.404330e-46,4.539382e+04
1.666000e+00,2.468593e-46,4.147854e+04
1.667000e+00,1.789342e-46,3.788579e+04
1.668000e+00,1.296474e-46,3.459040e+04
1.669000e+00,9.389887e-47,3.156901e+04
1.670000e+00,6.798033e-47,2.880002e+04
1.671000e+00,4.919630e-47,2.626339e+04
1.672000e+00,3.558835e-47,2.394061e+04
1.673000e+00,2.573414e-47,2.181453e+04
1.674000e+00,1.860106e-47,1.986930e+04
1.675000e+00,1.343977e-47,1.809030e+04
1.676000e+00,9.706720e-48,1.646400e+04
1.677000e+00,7.007762e-48,1.497790e+04
1.678000e+00,5.057227e-48,1.362050e+04
1.679000e+00,3.648143e-48,1.238116e+04
1.680000e+00,2.630617e-48,1.125009e+04
1.681000e+00,1.896136e-48,1.021826e+04
1.682000e+00,1.366180e-48,9.277351e+03
1.683000e+00,9.839486e-49,8.419716e+03
1.684000e+00,7.083750e-49,7.638308e+03
1.685000e+00,5.097771e-49,6.926649e+03
1.686000e+00,3.667109e-49,6.278782e+03
1.687000e+00,2.636899e-49,5.689237e+03
1.688000e+00,1.895350e-49,5.152985e+03
1.689000e+00,1.361795e-49,4.665412e+03
1.690000e+00,9.780480e-50,4.222283e+03
1.691000e+00,7.021582e-50,3.819716e+03
1.692000e+00,5.038904e-50,3.454149e+03
1.693000e+00,3.614627e-50,3.122319e+03
1.694000e+00,2.591893e-50,2.821239e+03
1.695000e+00,1.857792e-50,2.548172e+03
1.696000e+00,1.331077e-50,2.300614e+03
1.697000e+00,9.533135e-51,2.076276e+03
1.698000e+00,6.824873e-51,1.873065e+03
1.699000e+00,4.884045e-51,1.689067e+03
1.700000e+00,3.493743e-51,1.522534e+03
1.701000e+00,2.498208e-51,1.371872e+03
1.702000e+00,1.785634e-51,1.235624e+03
1.703000e+00,1.275800e-51,1.112463e+03
1.704000e+00,9.111695e-52,1.001177e+03
1.705000e+00,6.504920e-52,9.006632e+02
1.706000e+00,4.642062e-52,8.099167e+02
1.707000e+00,3.311359e-52,7.280221e+02
1.708000e+00,2.361174e-52,6.541465e+02
1.709000e+00,1.682968e-52,5.875324e+02
1.710000e+00,1.199085e-52,5.274908e+02
1.711000e+00,8.539854e-53,4.733956e+02
1.712000e+00,6.079630e-53,4.246781e+02
1.713000e+00,4.326435e-53,3.808217e+02
1.714000e+00,3.077581e-53,3.413579e+02
1.715000e+00,2.188341e-53,3.058612e+02
1.716000e+00,1.555417e-53,2.739461e+02
1.717000e+00,1.105109e-53,2.452631e+02
1.718000e+00,7.848551e-54,2.194954e+02
1.719000e+00,5.571860e-54,1.963564e+02
1.720000e+00,3.954005e-54,1.755864e+02
1.721000e+00,2.804791e-54,1.569506e+02
1.722000e+00,1.988795e-54,1.402367e+02
1.723000e+00,1.409632e-54,1.252525e+02
1.724000e+00,9.987298e-55,1.118246e+02
1.725000e+00,7.073207e-55,9.979632e+01
1.726000e+00,5.007386e-55,8.902626e+01
1.727000e+00,3.543497e-55,7.938674e+01
1.728000e+00,2.506567e-55,7.076265e+01
1.729000e+00,1.772364e-55,6.305021e+01
1.730000e+00,1.252716e-55,5.615588e+01
1.731000e+00,8.850723e-56,4.999542e+01
1.732000e+00,6.250735e-56,4.449298e+01
1.733000e+00,4.412755e-56,3.958029e+01
1.734000e+00,3.113972e-56,3.519596e+01
1.735000e+00,2.196575e-56,3.128477e+01
1.736000e+00,1.548829e-56,2.779709e+01
1.737000e+00,1.091660e-56,2.468835e+01
1.738000e+00,7.691257e-57,2.191851e+01
1.739000e+00,5.416686e-57,1.945164e+01
1.740000e+00,3.813259e-57,1.725551e+01
1.741000e+00,2.683399e-57,1.530120e+01
1.742000e+00,1.887559e-57,1.356281e+01
1.743000e+00,1.327217e-57,1.201711e+01
1.744000e+00,9.328454e-58,1.064331e+01
1.745000e+00,6.553959e-58,9.422791e+00
1.746000e+00,4.602821e-58,8.338900e+00
1.747000e+00,3.231251e-58,7.376737e+00
1.748000e+00,2.267481e-58,6.522980e+00
1.749000e+00,1.590533e-58,5.765728e+00
1.750000e+00,1.115240e-58,5.094346e+00
1.751000e+00,7.816637e-59,4.499343e+00
1.752000e+00,5.476435e-59,3.972245e+00
1.753000e+00,3.835326e-59,3.505494e+00
1.754000e+00,2.684929e-59,3.092350e+00
1.755000e+00,1.878840e-59,2.726807e+00
1.756000e+00,1.314235e-59,2.403513e+00
1.757000e+00,9.189298e-60,2.117702e+00
1.758000e+00,6.422706e-60,1.865131e+00
1.759000e+00,4.487248e-60,1.642027e+00
1.760000e+00,3.133779e-60,1.445032e+00
1.761000e+00,2.187675e-60,1.271162e+00
1.762000e+00,1.526595e-60,1.117765e+00
1.763000e+00,1.064856e-60,9.824865e-01
1.764000e+00,7.424791e-61,8.632347e-01
1.765000e+00,5.174924e-61,7.581541e-01
1.766000e+00,3.605371e-61,6.655985e-01
1.767000e+00,2.510858e-61,5.841084e-01
1.768000e+00,1.747917e-61,5.123903e-01
1.769000e+00,1.216314e-61,4.492981e-01
1.770000e+00,8.460512e-62,3.938171e-01
1.771000e+00,5.882664e-62,3.450491e-01
1.772000e+00,4.088629e-62,3.021993e-01
1.773000e+00,2.840584e-62,2.645649e-01
1.774000e+00,1.972713e-62,2.315247e-01
1.775000e+00,1.369451e-62,2.025297e-01
1.776000e+00,9.502879e-63,1.770951e-01
1.777000e+00,6.591591e-63,1.547927e-01
1.778000e+00,4.570373e-63,1.352448e-01
1.779000e+00,3.167665e-63,1.181183e-01
1.780000e+00,2.194589e-63,1.031193e-01
1.781000e+00,1.519824e-63,8.998893e-02
1.782000e+00,1.052107e-63,7.849906e-02
1.783000e+00,7.280357e-64,6.844884e-02
1.784000e+00,5.035838e-64,5.966148e-02
1.785000e+00,3.481906e-64,5.198143e-02
1.786000e+00,2.406516e-64,4.527190e-02
1.787000e+00,1.662595e-64,3.941264e-02
1.788000e+00,1.148182e-64,3.429799e-02
1.789000e+00,7.926131e-65,2.983513e-02
1.790000e+00,5.469378e-65,2.594261e-02
1.791000e+00,3.772602e-65,2.254891e-02
1.792000e+00,2.601179e-65,1.959132e-02
1.793000e+00,1.792775e-65,1.701485e-02
1.794000e+00,1.235116e-65,1.477131e-02
1.795000e+00,8.505815e-66,1.281846e-02
1.796000e+00,5.855317e-66,1.111935e-02
1.797000e+00,4.029128e-66,9.641596e-03
1.798000e+00,2.771393e-66,8.356892e-03
1.799000e+00,1.905511e-66,7.240474e-03
1.800000e+00,1.309637e-66,6.270691e-03
1.801000e+00,8.997396e-67,5.428629e-03
1.802000e+00,6.178868e-67,4.697764e-03
1.803000e+00,4.241577e-67,4.063671e-03
1.804000e+00,2.910530e-67,3.513760e-03
1.805000e+00,1.996379e-67,3.037050e-03
1.806000e+00,1.368801e-67,2.623965e-03
1.807000e+00,9.381318e-68,2.266160e-03
1.808000e+00,6.427080e-68,1.956362e-03
1.809000e+00,4.401389e-68,1.688240e-03
1.810000e+00,3.012952e-68,1.456282e-03
1.811000e+00,2.061678e-68,1.255692e-03
1.812000e+00,1.410184e-68,1.082298e-03
1.813000e+00,9.641776e-69,9.324746e-04
1.814000e+00,6.589684e-69,8.030700e-04
1.815000e+00,4.501926e-69,6.913470e-04
1.816000e+00,3.074386e-69,5.949289e-04
1.817000e+00,2.098673e-69,5.117529e-04
1.818000e+00,1.432048e-69,4.400296e-04
1.819000e+00,9.767792e-70,3.782071e-04
1.820000e+00,6.659807e-70,3.249404e-04
1.821000e+00,4.538926e-70,2.790642e-04
1.822000e+00,3.092224e-70,2.395691e-04
1.823000e+00,2.105789e-70,2.055814e-04
1.824000e+00,1.433459e-70,1.763449e-04
1.825000e+00,9.753981e-71,1.512058e-04
1.826000e+00,6.634448e-71,1.295986e-04
1.827000e+00,4.510805e-71,1.110346e-04
1.828000e+00,3.065699e-71,9.509172e-05
1.829000e+00,2.082722e-71,8.140542e-05
1.830000e+00,1.414358e-71,6.966109e-05
1.831000e+00,9.600936e-72,5.958727e-05
1.832000e+00,6.514696e-72,5.094986e-05
1.833000e+00,4.418767e-72,4.354705e-05
1.834000e+00,2.995948e-72,3.720495e-05
1.835000e+00,2.030456e-72,3.177380e-05
1.836000e+00,1.375560e-72,2.712462e-05
1.837000e+00,9.315184e-73,2.314646e-05
1.838000e+00,6.305648e-73,1.974385e-05
1.839000e+00,4.266721e-73,1.683469e-05
1.840000e+00,2.885926e-73,1.434845e-05
1.841000e+00,1.951202e-73,1.222450e-05
1.842000e+00,1.318699e-73,1.041078e-05
1.843000e+00,8.908722e-74,8.862615e-06
1.844000e+00,6.016049e-74,7.541657e-06
1.845000e+00,4.061006e-74,6.415019e-06
1.846000e+00,2.740200e-74,5.454505e-06
1.847000e+00,1.848234e-74,4.635954e-06
1.848000e+00,1.246115e-74,3.938665e-06
1.849000e+00,8.398187e-75,3.344917e-06
1.850000e+00,5.657691e-75,2.839540e-06
1.851000e+00,3.809949e-75,2.409555e-06
1.852000e+00,2.564634e-75,2.043864e-06
1.853000e+00,1.725671e-75,1.732979e-06
1.854000e+00,1.160691e-75,1.468794e-06
1.855000e+00,7.803724e-76,1.244386e-06
1.856000e+00,5.244611e-76,1.053841e-06
1.857000e+00,3.523310e-76,8.921169e-07
1.858000e+00,2.366001e-76,7.549090e-07
1.859000e+00,1.588200e-76,6.385482e-07
1.860000e+00,1.065667e-76,5.399072e-07
1.861000e+00,7.147668e-77,4.563213e-07
1.862000e+00,4.792183e-77,3.855216e-07
1.863000e+00,3.211654e-77,3.255764e-07
1.864000e+00,2.151545e-77,2.748422e-07
1.865000e+00,1.440782e-77,2.319211e-07
1.866000e+00,9.644340e-78,1.956245e-07
1.867000e+00,6.453168e-78,1.649425e-07
1.868000e+00,4.316182e-78,1.390171e-07
1.869000e+00,2.885711e-78,1.171198e-07
1.870000e+00,1.928555e-78,9.863214e-08
1.871000e+00,1.288361e-78,8.302960e-08
1.872000e+00,8.603390e-79,6.986726e-08
1.873000e+00,5.742854e-79,5.876798e-08
1.874000e+00,3.831883e-79,4.941219e-08
1.875000e+00,2.555777e-79,4.152922e-08
1.876000e+00,1.703962e-79,3.488989e-08
1.877000e+00,1.135594e-79,2.930028e-08
1.878000e+00,7.565068e-80,2.459633e-08
1.879000e+00,5.037658e-80,2.063930e-08
1.880000e+00,3.353288e-80,1.731195e-08
1.881000e+00,2.231204e-80,1.451521e-08
1.882000e+00,1.484000e-80,1.216542e-08
1.883000e+00,9.866315e-81,1.019194e-08
1.884000e+00,6.556956e-81,8.535186e-09
1.885000e+00,4.355879e-81,7.144888e-09
1.886000e+00,2.892515e-81,5.978664e-09
1.887000e+00,1.920002e-81,5.000796e-09
1.888000e+00,1.273955e-81,4.181195e-09
1.889000e+00,8.449536e-82,3.494524e-09
1.890000e+00,5.601932e-82,2.919456e-09
1.891000e+00,3.712522e-82,2.438047e-09
1.892000e+00,2.459386e-82,2.035206e-09
1.893000e+00,1.628585e-82,1.698248e-09
1.894000e+00,1.078004e-82,1.416512e-09
1.895000e+00,7.132748e-83,1.181042e-09
1.896000e+00,4.717583e-83,9.843214e-10
1.897000e+00,3.118951e-83,8.200395e-10
1.898000e+00,2.061217e-83,6.829028e-10
1.899000e+00,1.361649e-83,5.684722e-10
1.900000e+00,8.991518e-84,4.730270e-10
1.901000e+00,5.935087e-84,3.934494e-10
1.902000e+00,3.916043e-84,3.271283e-10
1.903000e+00,2.582820e-84,2.718777e-10
1.904000e+00,1.702813e-84,2.258684e-10
1.905000e+00,1.122190e-84,1.875701e-10
1.906000e+00,7.392506e-85,1.557033e-10
1.907000e+00,4.867920e-85,1.291988e-10
1.908000e+00,3.204214e-85,1.071632e-10
1.909000e+00,2.108268e-85,8.885026e-11
1.910000e+00,1.386617e-85,7.363736e-11
1.911000e+00,9.116190e-86,6.100480e-11
1.912000e+00,5.990962e-86,5.051915e-11
1.913000e+00,3.935555e-86,4.181907e-11
1.914000e+00,2.584293e-86,3.460342e-11
1.915000e+00,1.696304e-86,2.862134e-11
1.916000e+00,1.112992e-86,2.366394e-11
1.917000e+00,7.299727e-87,1.955738e-11
1.918000e+00,4.785723e-87,1.615699e-11
1.919000e+00,3.136279e-87,1.334247e-11
1.920000e+00,2.054509e-87,1.101384e-11
1.921000e+00,1.345327e-87,9.087978e-12
1.922000e+00,8.805901e-88,7.495872e-12
1.923000e+00,5.761640e-88,6.180211e-12
1.924000e+00,3.768293e-88,5.093435e-12
1.925000e+00,2.463596e-88,4.196087e-12
1.926000e+00,1.609981e-88,3.455449e-12
1.927000e+00,1.051715e-88,2.844401e-12
1.928000e+00,6.867549e-89,2.340472e-12
1.929000e+00,4.482618e-89,1.925051e-12
1.930000e+00,2.924745e-89,1.582732e-12
1.931000e+00,1.907526e-89,1.300765e-12
1.932000e+00,1.243596e-89,1.068603e-12
1.933000e+00,8.104280e-90,8.775270e-13
1.934000e+00,5.279294e-90,7.203288e-13
1.935000e+00,3.437664e-90,5.910542e-13
1.936000e+00,2.237574e-90,4.847861e-13
1.937000e+00,1.455853e-90,3.974653e-13
1.938000e+00,9.468565e-91,3.257427e-13
1.939000e+00,6.155693e-91,2.668556e-13
1.940000e+00,4.000332e-91,2.185266e-13
1.941000e+00,2.598612e-91,1.788787e-13
1.942000e+00,1.687381e-91,1.463656e-13
1.943000e+00,1.095244e-91,1.197143e-13
1.944000e+00,7.106163e-92,9.787662e-14
1.945000e+00,4.608777e-92,7.999049e-14
1.946000e+00,2.987875e-92,6.534675e-14
1.947000e+00,1.936268e-92,5.336247e-14
1.948000e+00,1.254281e-92,4.355863e-14
1.949000e+00,8.121766e-93,3.554174e-14
1.950000e+00,5.256932e-93,2.898875e-14
1.951000e+00,3.401266e-93,2.363451e-14
1.952000e+00,2.199758e-93,1.926149e-14
1.953000e+00,1.422118e-93,1.569132e-14
1.954000e+00,9.190154e-94,1.277778e-14
1.955000e+00,5.936577e-94,1.040106e-14
1.956000e+00,3.833325e-94,8.463034e-15
1.957000e+00,2.474238e-94,6.883366e-15
1.958000e+00,1.596371e-94,5.596312e-15
1.959000e+00,1.029561e-94,4.548092e-15
1.960000e+00,6.637383e-95,3.694731e-15
1.961000e+00,4.277282e-95,3.000286e-15
1.962000e+00,2.755276e-95,2.435392e-15
1.963000e+00,1.774143e-95,1.976066e-15
1.964000e+00,1.141928e-95,1.602729e-15
1.965000e+00,7.347079e-96,1.299407e-15
1.966000e+00,4.725167e-96,1.053068e-15
1.967000e+00,3.037707e-96,8.530883e-16
1.968000e+00,1.952094e-96,6.908088e-16
1.969000e+00,1.253955e-96,5.591753e-16
1.970000e+00,8.051738e-97,4.524436e-16
1.971000e+00,5.168011e-97,3.659377e-16
1.972000e+00,3.315764e-97,2.958531e-16
1.973000e+00,2.126522e-97,2.390955e-16
1.974000e+00,1.363272e-97,1.931492e-16
1.975000e+00,8.736180e-98,1.559699e-16
1.976000e+00,5.596117e-98,1.258969e-16
1.977000e+00,3.583260e-98,1.015817e-16
1.978000e+00,2.293486e-98,8.192982e-17
1.979000e+00,1.467372e-98,6.605337e-17
1.980000e+00,9.384488e-99,5.323218e-17
1.981000e+00,5.999392e-99,4.288247e-17
1.982000e+00,3.833806e-99,3.453119e-17
1.983000e+00,2.448947e-99,2.779519e-17
1.984000e+00,1.563705e-99,2.236423e-17
1.985000e+00,9.980600e-100,1.798725e-17
1.986000e+00,6.367731e-100,1.446111e-17
1.987000e+00,4.061057e-100,1.162157e-17
1.988000e+00,2.588926e-100,9.335861e-18
1.989000e+00,1.649782e-100,7.496701e-18
1.990000e+00,1.050896e-100,6.017447e-18
1.991000e+00,6.691435e-101,4.828148e-18
1.992000e+00,4.258974e-101,3.872356e-18
1.993000e+00,2.709674e-101,3.104532e-18
1.994000e+00,1.723278e-101,2.487960e-18
1.995000e+00,1.095519e-101,1.993044e-18
1.996000e+00,6.961628e-102,1.595940e-18
1.997000e+00,4.422094e-102,1.277446e-18
1.998000e+00,2.807834e-102,1.022104e-18
1.999000e+00,1.782137e-102,8.174734e-19
